"File","Line","Method","What","Purpose"
"GRM_ScanRoster.lua","709","Scan.ProcessGuildNameChange ( string , string )","Changes the guildName","Allows use of compartmentalizing the guildNameChange so a popupWindow can confirm"
"GRM_ScanRoster.lua","765","Scan.GuildNameChanged( string )","Returns true if the player's guild is the same, it just changed its name","Good to know... what a pain it would be if you had to reset all of your settings"
"GRM_ScanRoster.lua","784","Scan.GUID_EdgeCaseMatch ( string , string )","Ensures GUID comparison is only on the end value","If a guild transferred to a new server, it might change the server identifier middle value, but GUID is same. This resolves it"
"GRM_ScanRoster.lua","795","Scan.processNewGUIDFormerMembers()","Updates the GUID","On a server change, there can be a time where the GUID is modified but not fully changed, like during classic"
"GRM_ScanRoster.lua","834","Scan.CheckPlayerChanges ( array , array , ind , guildTable )","Scans through guild roster and re-checks for any  (Will only fire if guild is found!)","Keep whoever uses the addon in the know instantly of what is going and changing in the guild."
"GRM_ScanRoster.lua","932","Scan.FinishedScan()","Wraps up the scan of the roster","Communication"
"GRM_ScanRoster.lua","953","Scan.CheckLogChanges ( table , table )","Checks the player changes that can be cross-referenced from the log","Compartmentalize the scan"
"GRM_ScanRoster.lua","1080","Scan.CheckRosterChanges ( table , table , string )","Checks the player changes that are found by scanning roster, that are not in Guild Event Log","Compartmentalize the scanning for efficiency."
"GRM_ScanRoster.lua","1360","Scan.CheckLogJoinOrLeave ( table )","Registers if a player as joined or left the guild and builds the string after making changes","Control flow of log information in updating GRM."
"GRM_ScanRoster.lua","1455","Scan.RecordKickChanges ( string , boolean , array , string , bool )","Records and logs the changes for when a guildie either is KICKED or leaves the guild","Having its own function saves on repeating a lot of code here."
"GRM_ScanRoster.lua","1802","Scan.RecordJoinChanges ( array , string , boolean , array , boolean )","Checks and records the new player changes... are they a returning player or completely new. Were they previously banned?","Keep the methods clean by compartmentalizing this rather lengthy function. It is also useful to not double the code as this will be called to on a live tracked event."
"GRM_ScanRoster.lua","2110","Scan.IsRejoinAndSetDetails ( table , string , table , bool , array )","Checks the left player meta data, to the new player joining, and determins if they are rejoining, and if so, if they were banned","Special feature, scanning for changes, live tracking updates as player joins as well... and compartmentalizing this long function."
"GRM_ScanRoster.lua","2478","Scan.CheckPlayerEvents ( bool )","Scans through all players'' ""events"" of the given guild and updates if any are pending","Event Management for Anniversaries, Birthdays, and Custom Events"
"GRM_ScanRoster.lua","2526","Scan.CheckPlayerAnniversary ( playerTable , int , int , int , int )","Checks the player if their anniversary is coming up","To inform the player when someone's anniversary is up"
"GRM_ScanRoster.lua","2620","Scan.CheckPlayerBirthday ( playerTable , int , int , int , bool , int )","Checks if the birthday of a player is up and coming","Reporting to log and to event calendar."
"GRM_ScanRoster.lua","2711","Scan.FinalReport()","Organizes flow of final report and send it to chat frame and to the logReport.","Clean organization for presentation."
"GRM_ScanRoster.lua","2752","Scan.FinalLeftPlayersReport()","Adds reporting extra info to end of the log string","Compartmentalize the log reporting code to be cleaner."
"GRM_ScanRoster.lua","2853","Scan.FinalReportInformation( bool )","Cleans up the scan from all the remaining info and reports","Compartmentalize the wrap up part of the scan"
"GRM_ScanRoster.lua","2902","Scan.AnnounceIfBirthday ( string )","Announces to chat that it is the player's bday when they login or when first logging on.","So you will have the knowledge to say happy birthday when someone logs in!"
"GRM_ScanRoster.lua","2951","Scan.CheckForDeadAccounts( bool )","Scans the roster for dead account names and then gives you the option to kick them","Quality of life feature for maintenance reasons of a roster."
"GRM_ScanRoster.lua","3031","Scan.FullReportCheck()","Reports to the chat and log the changes","By keeping this in a separate function it can be used in the final report, and be forced in a forced kill of the scan if necessary."
"GRM_ScanRoster.lua","3325","Scan.ResetTempLogs()","Empties the arrays of the reporting logs","Logs are used to build changes in the guild and then to cleanly report them in order."
"GRM_ScanRoster.lua","3350","Scan.AnyReportsRemaining()","Returns true if there is any report that has not been given","Quick way to bypass a lot of code checks, as well as to know if a report needs to be re-checked if it was ended prematurely for some various reason. Basically, prevents lost reports in the event of killscan being activated"
"GRM_ScanRoster.lua","3374","Scan.ScanKillSwitch()","In case you quit a guild in the middle of a scan, this will purge it.",""
"GRM_ScanRoster.lua","3397","Scan.AddonPlayerRankChange ( index )","If the player's rank is changed, it does a re-check on permissions and sets up sync again.","Need to update personal details immediately so sync can be processed."
"GRM_ScanRoster.lua","3447","Scan.GetNewerAccountByGUID ( string , string","Returns the GUID that is created more recently by comparing the values of the player","For double copies of players, it is easy to quickly determine which account is most current."
"GRM_ScanRoster.lua","3472","Scan.GetRuleNameMatches ( table )","Returns an array of strings of the given player's matching ruels","Log reporting"
"GRM_ScanRoster.lua","3489","Scan.ScanRecommendationsList_Async( bool )","Scans through all of the macro rules for matches against the guild players","Efficient, Async similated behavior to break the process into chunks to ensure"
"GRM_ScanRoster.lua","3554","Scan.ProcessNextMacroRuleChunk( bool )","Used to handle the asynchronous scanning of all of the macro rule matches","Since Lua is all run in the ""main thread"" and is not multi-threaded, this could cause"
"GRM_ScanRoster.lua","3996","Scan.RefreshNumberOfHoursTilRecommend()","Rebuilds the time on the recommends for the macro tool and the log.","Resource saving. No need to process over and over everytime it is looked at unless a change is made."
"GRM_ScanRoster.lua","4109","Scan.GetGuildEventString ( int , string , string )","Gets more exact info from the actual Guild Event Log ( can only be queried once per 10 seconds) as a string","This parses more exact info, like ""who"" did the kicking, or ""who"" invited who, and so on."
"GRM_ScanRoster.lua","4228","Scan.SilenceOfficerNoteReport ( int , int )","Returns true if officer rank change needs to be reported, if a player has been promoted to officer or demoted.","The officerNote is hidden from non-officers, so on changing to an officer, it now appears as if officer notes have been added, but they are only now just visible"
"GRM_ScanRoster.lua","4241","Scan.GetMatureFilterNormalizedString ( int )","Returns a string with the number of special characters for mature language filter normalization","Blizz seems to have a rolling string of special characters that can be inconsistent on how it censors the curse/mature words, and so string compare"
"GRM_ScanRoster.lua","4262","Scan.NormalizeMatureWords ( string )","Searches a string for Blizz's implementation of various curse word censoring and then overwrites it with a normalized curseword string","For comparing strings properly as the curse word censoring with the ""Mature Langue Filter"" is inconsistent from the server..."
"GRM_Stats.lua","7","GRM_API.CreateNewProgressBar ( frame , string , int , int , {R , G , B} )","Initializes and creates a new progress bar","Tool to be able to make new progress bars as needed."
"GRM_Stats.lua","41","GRM_API.TriggerProgressBar ( frame , int , int , {r,g,b} , bool )","Enable the progress bar to actual display progress","Useful quality of life feature."
"GRM_Stats.lua","140","GRM_API.CheckPoint ( progressBarObject , in , int [,int] )","Adds a checkpoint to tweak the progressBar with updates as it goes.","Tighter controls of progress bar. Let's say you want it to reach 100% after 20 seconds. Well, you know X task must be completed at about half way through. Let's say you complete X task, so you trigger a 50% checkpoint -- it turns out that only 5 seconds have passed and you are already at the 50% mark. Well, you quickly go from 25% to 50% over the next second, then you recalculate the remaining time from 15 seconds down to 10 seconds. It is just a quality of life improvement. You need to know exectedCheckpoint time though for this to work. The final number can be modified but that may break things... be warned. It is recommended to keep at 100% as standard."
"GRM_Stats.lua","160","GRM_API.SetProgressBarColor ( frame , RGBTable )","Sets the color of the progress bar texture as needed","Dynamic control of the progress colors."
"GRM_Stats.lua","173","GRM_API.ResetProgressBar ( object , table {r,g,b} , bool )","Resets the progress bar to 0% and adjusts the color how you want","Reusable control to reset bar quickly."
"GRM_TimeUtil.lua","88","Time.IsLeapYear(int)","Returns true if the given year is a leapYear","For this addon, the calendar date selection, allows it to know to produce 29 days on leap year."
"GRM_TimeUtil.lua","98","Time.CalculateTotalHours ( list )","Returns the numbers of hours of time passed given the lastOnline x years,months,days,hours","Accuracy in determine how long someone has been offline."
"GRM_TimeUtil.lua","150","Time.DaysInMonth ( int , int )","Returns the int number of days in a given month.","Useful for getting EXACT time, not estimates."
"GRM_TimeUtil.lua","160","Time.ConvertToStandardFormatDate ( int , int , int )","Converts the date into ISO 8601 international standard.","It's easy to parse this date."
"GRM_TimeUtil.lua","188","Time.ParseStandardFormatDate ( string )","Converts the string formated date into integers, separated by YYYY,MM,DD","Easily store the dates of people for sync purposes in easily formatted use"
